candidate_id,degree,gpa,skills,experience_years,certification,projects,soft_skill,location
392,Computer Science,3.55,Machine Learning,6,None,4,Problem Solving,Nairobi
393,Computer Science,2.2,C++,3,Cisco,2,Leadership,Kisumu
394,Information Technology,2.62,Python,7,None,2,Communication,Remote
395,Information Technology,3.89,Machine Learning,5,AWS,3,Teamwork,Remote
396,Information Technology,3.0,Flask,6,None,4,Leadership,Kisumu
397,Information Technology,3.2,JavaScript,5,Google Cloud,5,Teamwork,Kisumu
398,Software Engineering,3.86,Java,1,Google Cloud,3,Teamwork,Nairobi
399,Data Science,3.47,C++,7,Google Cloud,5,Problem Solving,Mombasa
400,Data Science,3.51,Python,6,None,6,Leadership,Remote
401,Software Engineering,3.52,SQL,3,Google Cloud,5,Teamwork,Kisumu
402,Information Technology,3.26,Java,1,Cisco,2,Problem Solving,Mombasa
403,Software Engineering,3.07,C++,2,AWS,2,Leadership,Mombasa
404,Computer Science,3.56,C++,7,Cisco,1,Leadership,Remote
405,Information Technology,2.07,Java,4,AWS,1,Leadership,Remote
406,Information Technology,2.67,JavaScript,3,AWS,0,Teamwork,Remote
407,Data Science,3.83,Machine Learning,2,Google Cloud,1,Communication,Remote
408,Information Technology,3.49,Python,4,None,5,Teamwork,Mombasa
409,Software Engineering,2.11,JavaScript,2,Cisco,6,Communication,Nairobi
410,Information Technology,3.71,Python,3,Cisco,6,Leadership,Remote
411,Software Engineering,3.1,Java,3,Google Cloud,5,Leadership,Nairobi
412,Information Technology,3.47,React,7,None,0,Problem Solving,Remote
413,Computer Science,2.11,C++,6,Google Cloud,4,Problem Solving,Nairobi
414,Software Engineering,2.58,React,1,AWS,4,Teamwork,Remote
415,Information Technology,2.96,Java,7,AWS,1,Teamwork,Nairobi
416,Computer Science,3.47,JavaScript,4,AWS,0,Teamwork,Remote
417,Information Technology,2.32,C++,6,Google Cloud,5,Communication,Nairobi
418,Computer Science,2.17,Java,0,AWS,5,Leadership,Nairobi
419,Computer Science,2.07,React,1,Google Cloud,4,Communication,Remote
420,Computer Science,2.39,Flask,6,Cisco,0,Problem Solving,Remote
421,Data Science,2.85,Flask,0,Google Cloud,5,Teamwork,Nairobi
422,Data Science,2.18,React,3,AWS,2,Problem Solving,Remote
423,Data Science,2.26,Machine Learning,1,AWS,4,Teamwork,Mombasa
424,Computer Science,3.44,SQL,2,Cisco,5,Leadership,Mombasa
425,Software Engineering,2.68,Machine Learning,7,Cisco,3,Teamwork,Mombasa
426,Computer Science,3.24,Python,3,AWS,4,Problem Solving,Mombasa
427,Software Engineering,2.73,SQL,6,None,1,Problem Solving,Remote
428,Information Technology,2.43,SQL,2,Google Cloud,0,Leadership,Remote
429,Computer Science,3.09,JavaScript,1,Google Cloud,6,Teamwork,Mombasa
430,Data Science,3.57,JavaScript,1,Cisco,4,Leadership,Remote
431,Data Science,2.99,Java,1,AWS,4,Communication,Kisumu
432,Software Engineering,3.89,JavaScript,2,Google Cloud,1,Problem Solving,Remote
433,Information Technology,3.64,Flask,7,Google Cloud,0,Communication,Mombasa
434,Computer Science,2.71,React,6,Cisco,0,Problem Solving,Remote
435,Information Technology,2.39,C++,6,None,0,Problem Solving,Kisumu
436,Software Engineering,2.72,Flask,3,None,2,Communication,Nairobi
437,Information Technology,2.58,React,1,None,0,Problem Solving,Remote
438,Software Engineering,2.41,Flask,3,None,4,Communication,Remote
439,Computer Science,3.51,Python,6,None,6,Problem Solving,Remote
440,Software Engineering,3.08,Java,2,AWS,6,Leadership,Kisumu
441,Information Technology,3.72,React,1,Google Cloud,6,Problem Solving,Kisumu
442,Software Engineering,3.76,Flask,1,Google Cloud,6,Teamwork,Kisumu
443,Computer Science,3.79,Flask,0,None,1,Teamwork,Remote
444,Data Science,3.74,Java,7,None,3,Problem Solving,Nairobi
445,Information Technology,3.4,Machine Learning,5,None,2,Leadership,Remote
446,Computer Science,2.57,JavaScript,1,None,3,Leadership,Kisumu
447,Software Engineering,2.65,Python,2,None,5,Communication,Nairobi
448,Data Science,2.62,C++,3,None,5,Teamwork,Mombasa
449,Information Technology,3.75,Python,6,None,0,Problem Solving,Kisumu
450,Software Engineering,2.05,Flask,7,None,1,Problem Solving,Remote
451,Information Technology,2.89,Machine Learning,0,AWS,0,Problem Solving,Kisumu
452,Information Technology,2.43,Java,6,AWS,0,Communication,Nairobi
453,Data Science,2.49,SQL,0,Cisco,5,Teamwork,Remote
454,Data Science,2.75,Java,7,None,1,Teamwork,Mombasa
455,Software Engineering,3.19,React,4,Google Cloud,3,Problem Solving,Kisumu
456,Software Engineering,2.01,Java,1,Cisco,1,Leadership,Remote
457,Data Science,2.86,C++,5,AWS,0,Teamwork,Kisumu
458,Data Science,2.88,Java,0,Google Cloud,4,Problem Solving,Remote
459,Computer Science,3.27,Flask,0,None,0,Communication,Nairobi
460,Software Engineering,3.82,C++,4,AWS,0,Leadership,Kisumu
461,Data Science,2.73,JavaScript,5,Google Cloud,2,Problem Solving,Mombasa
462,Computer Science,2.75,SQL,5,None,6,Leadership,Nairobi
463,Software Engineering,2.13,Python,1,None,4,Communication,Kisumu
464,Information Technology,3.36,Java,4,None,4,Teamwork,Mombasa
465,Computer Science,3.97,Python,4,None,6,Communication,Remote
466,Information Technology,2.01,C++,4,AWS,2,Leadership,Remote
467,Software Engineering,2.75,SQL,4,Google Cloud,5,Leadership,Nairobi
468,Information Technology,3.54,C++,3,None,3,Teamwork,Nairobi
469,Information Technology,2.3,C++,3,AWS,1,Teamwork,Nairobi
470,Information Technology,2.45,Python,7,Google Cloud,1,Communication,Nairobi
471,Information Technology,3.71,React,2,Cisco,4,Teamwork,Kisumu
472,Data Science,3.98,SQL,6,AWS,1,Teamwork,Nairobi
473,Computer Science,3.7,JavaScript,2,AWS,4,Leadership,Remote
474,Software Engineering,3.38,Machine Learning,3,None,6,Leadership,Nairobi
475,Computer Science,3.94,C++,5,AWS,5,Leadership,Remote
476,Software Engineering,2.69,SQL,1,Google Cloud,0,Teamwork,Remote
477,Computer Science,3.44,SQL,5,Google Cloud,5,Teamwork,Kisumu
478,Software Engineering,3.72,Machine Learning,6,AWS,4,Problem Solving,Nairobi
479,Information Technology,3.07,JavaScript,3,None,4,Teamwork,Kisumu
480,Data Science,2.35,Flask,0,Google Cloud,6,Teamwork,Remote
481,Information Technology,3.3,React,0,None,6,Problem Solving,Mombasa
482,Data Science,2.28,C++,0,None,5,Teamwork,Remote
483,Data Science,3.05,C++,6,Google Cloud,0,Problem Solving,Kisumu
484,Software Engineering,3.11,SQL,3,Cisco,6,Leadership,Mombasa
485,Data Science,2.72,React,7,Google Cloud,2,Communication,Kisumu
486,Data Science,2.3,C++,6,Google Cloud,5,Communication,Mombasa
487,Information Technology,2.94,Flask,1,Google Cloud,5,Communication,Nairobi
488,Information Technology,3.64,SQL,4,Google Cloud,4,Teamwork,Kisumu
489,Information Technology,3.92,SQL,4,AWS,2,Communication,Mombasa
490,Data Science,3.18,Flask,3,AWS,3,Teamwork,Nairobi
491,Data Science,3.58,Python,4,Cisco,2,Problem Solving,Mombasa
492,Computer Science,2.59,React,2,None,6,Problem Solving,Remote
493,Data Science,3.39,Python,4,AWS,5,Problem Solving,Remote
494,Software Engineering,3.4,C++,7,Cisco,2,Leadership,Mombasa
495,Information Technology,2.55,C++,4,Google Cloud,6,Communication,Mombasa
496,Software Engineering,2.13,Flask,6,Cisco,6,Problem Solving,Remote
497,Data Science,2.33,JavaScript,4,Google Cloud,2,Teamwork,Mombasa
498,Data Science,3.71,SQL,6,None,5,Leadership,Remote
499,Computer Science,3.89,Python,2,Google Cloud,2,Problem Solving,Remote
500,Computer Science,3.7,JavaScript,1,Cisco,0,Teamwork,Kisumu
501,Data Science,3.59,JavaScript,7,Google Cloud,2,Teamwork,Kisumu
502,Data Science,3.4,Python,7,Google Cloud,5,Teamwork,Mombasa
503,Information Technology,2.19,React,1,AWS,5,Communication,Mombasa
504,Information Technology,3.78,C++,7,None,5,Problem Solving,Kisumu
505,Computer Science,3.63,Flask,1,None,6,Problem Solving,Remote
506,Computer Science,3.96,SQL,4,Cisco,2,Communication,Mombasa
507,Software Engineering,3.18,React,5,Cisco,1,Teamwork,Nairobi
508,Computer Science,3.97,SQL,5,Google Cloud,6,Teamwork,Mombasa
509,Software Engineering,2.91,Flask,0,Google Cloud,2,Problem Solving,Kisumu
510,Information Technology,3.42,React,0,AWS,6,Problem Solving,Mombasa
511,Information Technology,2.17,Python,4,Google Cloud,1,Leadership,Kisumu
512,Data Science,3.82,JavaScript,5,Cisco,0,Leadership,Kisumu
513,Data Science,2.09,SQL,0,None,3,Communication,Remote
514,Data Science,3.64,React,7,None,6,Communication,Mombasa
515,Information Technology,3.91,Python,4,Cisco,4,Teamwork,Kisumu
516,Data Science,3.09,C++,4,Google Cloud,5,Teamwork,Mombasa
517,Computer Science,2.94,Machine Learning,6,None,5,Teamwork,Mombasa
518,Data Science,3.53,Python,5,Google Cloud,6,Leadership,Nairobi
519,Computer Science,3.05,React,1,None,4,Communication,Mombasa
520,Data Science,2.91,Flask,3,Cisco,0,Problem Solving,Kisumu
521,Information Technology,3.23,C++,4,Cisco,0,Communication,Kisumu
522,Software Engineering,3.95,React,3,AWS,2,Leadership,Mombasa
523,Data Science,2.41,Flask,1,Google Cloud,4,Leadership,Nairobi
524,Data Science,2.14,React,5,Cisco,1,Leadership,Remote
525,Software Engineering,2.42,SQL,2,Cisco,4,Teamwork,Mombasa
526,Information Technology,2.84,Python,4,Google Cloud,3,Problem Solving,Nairobi
527,Computer Science,3.92,React,3,Cisco,0,Communication,Kisumu
528,Information Technology,2.32,SQL,0,Google Cloud,3,Communication,Remote
529,Software Engineering,3.78,React,2,Cisco,3,Teamwork,Mombasa
530,Information Technology,2.4,Flask,1,None,3,Problem Solving,Kisumu
531,Data Science,2.43,C++,3,Cisco,5,Problem Solving,Mombasa
532,Computer Science,2.94,SQL,7,None,5,Communication,Nairobi
533,Software Engineering,2.84,Python,6,Cisco,2,Leadership,Nairobi
534,Information Technology,2.25,Machine Learning,5,AWS,6,Communication,Kisumu
535,Software Engineering,2.69,React,1,Cisco,3,Communication,Kisumu
536,Computer Science,3.21,SQL,1,AWS,1,Problem Solving,Nairobi
537,Software Engineering,2.5,Python,5,AWS,6,Leadership,Kisumu
538,Software Engineering,3.24,React,5,None,3,Teamwork,Kisumu
539,Data Science,3.61,Flask,1,None,2,Problem Solving,Nairobi
540,Data Science,2.31,SQL,1,AWS,3,Problem Solving,Remote
541,Software Engineering,3.7,SQL,4,Cisco,4,Leadership,Kisumu
542,Data Science,2.28,React,0,Google Cloud,5,Problem Solving,Nairobi
543,Information Technology,2.87,Java,2,None,5,Leadership,Remote
544,Data Science,3.67,C++,5,AWS,5,Communication,Mombasa
545,Information Technology,3.1,Python,6,Google Cloud,6,Leadership,Kisumu
546,Computer Science,3.65,Python,1,Cisco,0,Teamwork,Remote
547,Information Technology,2.65,JavaScript,7,Cisco,4,Communication,Remote
548,Information Technology,2.14,React,1,None,0,Teamwork,Kisumu
549,Data Science,2.91,C++,0,AWS,5,Leadership,Remote
550,Data Science,3.24,Flask,2,None,4,Communication,Nairobi
551,Software Engineering,3.83,C++,0,None,3,Leadership,Mombasa
552,Data Science,3.09,SQL,4,Google Cloud,1,Teamwork,Kisumu
553,Software Engineering,3.0,Python,3,None,6,Leadership,Remote
554,Information Technology,2.27,Flask,7,None,4,Teamwork,Mombasa
555,Data Science,3.76,Flask,3,Google Cloud,3,Teamwork,Nairobi
556,Software Engineering,3.72,Flask,5,Cisco,6,Problem Solving,Kisumu
557,Computer Science,3.38,C++,7,None,3,Communication,Remote
558,Data Science,2.14,SQL,1,Cisco,6,Leadership,Nairobi
559,Software Engineering,3.94,C++,0,AWS,1,Teamwork,Mombasa
560,Software Engineering,2.03,Java,7,Google Cloud,3,Problem Solving,Kisumu
561,Software Engineering,3.01,Flask,7,AWS,2,Leadership,Mombasa
562,Software Engineering,3.62,SQL,0,None,2,Teamwork,Kisumu
563,Data Science,2.84,JavaScript,4,Cisco,3,Teamwork,Mombasa
564,Software Engineering,3.17,JavaScript,1,None,3,Teamwork,Remote
565,Information Technology,2.12,Machine Learning,5,AWS,3,Leadership,Kisumu
566,Data Science,3.57,React,5,None,5,Problem Solving,Mombasa
567,Computer Science,3.98,C++,1,None,2,Problem Solving,Mombasa
568,Information Technology,3.11,Java,5,Cisco,5,Teamwork,Remote
569,Information Technology,3.29,SQL,3,Cisco,2,Teamwork,Remote
570,Software Engineering,3.41,React,5,Google Cloud,5,Communication,Mombasa
571,Computer Science,3.82,JavaScript,3,None,3,Leadership,Remote
572,Software Engineering,3.5,Java,2,Cisco,1,Teamwork,Kisumu
573,Software Engineering,3.43,Machine Learning,5,Google Cloud,5,Leadership,Kisumu
574,Information Technology,3.94,Machine Learning,2,AWS,4,Teamwork,Kisumu
575,Computer Science,3.23,React,3,AWS,1,Problem Solving,Mombasa
576,Computer Science,3.97,React,4,Google Cloud,2,Teamwork,Kisumu
577,Software Engineering,3.66,Flask,3,Google Cloud,3,Leadership,Nairobi
578,Data Science,2.56,SQL,5,None,1,Problem Solving,Nairobi
579,Software Engineering,3.9,C++,0,None,1,Communication,Mombasa
580,Data Science,2.8,Python,0,Cisco,6,Leadership,Nairobi
581,Information Technology,2.05,SQL,1,None,4,Communication,Remote
582,Data Science,2.66,JavaScript,7,AWS,6,Teamwork,Kisumu
583,Computer Science,3.03,JavaScript,4,AWS,5,Teamwork,Remote
584,Information Technology,3.48,JavaScript,5,Google Cloud,1,Problem Solving,Nairobi
585,Software Engineering,3.62,SQL,0,None,5,Communication,Remote
586,Computer Science,3.99,SQL,0,AWS,3,Communication,Nairobi
587,Computer Science,2.44,React,0,Cisco,6,Leadership,Kisumu
588,Information Technology,3.0,Machine Learning,5,AWS,6,Leadership,Kisumu
589,Information Technology,2.48,JavaScript,6,Cisco,2,Leadership,Kisumu
590,Computer Science,2.05,React,7,None,3,Teamwork,Kisumu
591,Software Engineering,3.37,React,6,Google Cloud,0,Communication,Nairobi
592,Data Science,3.09,JavaScript,6,Google Cloud,3,Leadership,Mombasa
593,Computer Science,2.2,JavaScript,4,Cisco,2,Leadership,Kisumu
594,Information Technology,3.53,Python,2,None,2,Leadership,Kisumu
595,Data Science,3.35,React,6,AWS,5,Communication,Nairobi
596,Information Technology,3.56,JavaScript,3,Cisco,0,Leadership,Kisumu
597,Information Technology,3.48,C++,4,None,4,Communication,Mombasa
598,Data Science,2.25,SQL,2,Cisco,1,Leadership,Nairobi
599,Data Science,2.14,Java,4,None,5,Communication,Kisumu
600,Software Engineering,3.07,Python,7,Cisco,6,Teamwork,Remote
601,Information Technology,2.22,C++,7,Google Cloud,6,Communication,Mombasa
602,Computer Science,2.58,Flask,7,None,3,Leadership,Kisumu
603,Computer Science,3.59,SQL,3,AWS,2,Leadership,Nairobi
604,Data Science,2.11,Python,1,Google Cloud,1,Communication,Remote
605,Data Science,2.31,Machine Learning,3,None,1,Communication,Mombasa
606,Information Technology,2.24,JavaScript,1,AWS,3,Teamwork,Remote
607,Data Science,3.0,React,2,Google Cloud,0,Problem Solving,Remote
608,Data Science,2.33,SQL,7,Google Cloud,4,Problem Solving,Remote
609,Information Technology,3.37,Machine Learning,2,AWS,5,Communication,Mombasa
610,Data Science,2.86,React,0,AWS,3,Problem Solving,Nairobi
611,Information Technology,3.55,Java,0,Google Cloud,1,Problem Solving,Remote
612,Computer Science,2.23,SQL,4,Google Cloud,0,Communication,Nairobi
613,Computer Science,2.48,Machine Learning,1,None,5,Problem Solving,Kisumu
614,Software Engineering,2.09,Java,3,Google Cloud,5,Problem Solving,Nairobi
615,Data Science,3.34,SQL,0,None,0,Communication,Mombasa
616,Computer Science,2.16,C++,5,Cisco,1,Teamwork,Kisumu
617,Data Science,3.92,React,1,Cisco,2,Leadership,Nairobi
618,Computer Science,2.44,Flask,4,AWS,2,Teamwork,Kisumu
619,Data Science,2.66,C++,6,Cisco,2,Teamwork,Nairobi
620,Information Technology,3.36,SQL,4,Google Cloud,5,Leadership,Remote
621,Data Science,2.83,JavaScript,4,AWS,5,Teamwork,Nairobi
622,Software Engineering,2.06,Machine Learning,7,Google Cloud,5,Teamwork,Kisumu
623,Software Engineering,2.68,Python,5,None,5,Leadership,Mombasa
624,Data Science,3.0,Java,7,Cisco,5,Problem Solving,Mombasa
625,Data Science,3.71,Flask,2,None,0,Leadership,Nairobi
626,Information Technology,2.58,Java,2,AWS,2,Problem Solving,Nairobi
627,Computer Science,2.09,Machine Learning,5,None,3,Problem Solving,Mombasa
628,Computer Science,2.3,Machine Learning,3,Cisco,2,Teamwork,Mombasa
629,Data Science,2.51,JavaScript,1,Google Cloud,0,Problem Solving,Kisumu
630,Information Technology,3.35,C++,7,None,1,Teamwork,Mombasa
631,Computer Science,2.09,SQL,4,AWS,3,Teamwork,Remote
632,Information Technology,2.46,Machine Learning,7,Cisco,3,Communication,Remote
633,Software Engineering,2.04,Flask,6,AWS,5,Communication,Mombasa
634,Software Engineering,3.37,Flask,7,AWS,0,Communication,Nairobi
635,Software Engineering,3.46,JavaScript,4,Google Cloud,0,Leadership,Nairobi
636,Computer Science,3.15,JavaScript,2,None,6,Leadership,Remote
637,Data Science,3.23,Flask,3,None,5,Leadership,Remote
638,Computer Science,3.33,React,3,AWS,4,Leadership,Nairobi
639,Software Engineering,3.03,C++,2,AWS,1,Problem Solving,Kisumu
640,Computer Science,3.64,SQL,1,Google Cloud,2,Problem Solving,Kisumu
641,Computer Science,2.54,Java,2,None,3,Problem Solving,Remote
642,Information Technology,2.53,C++,2,AWS,1,Leadership,Mombasa
643,Information Technology,3.42,C++,3,Cisco,1,Teamwork,Mombasa
644,Software Engineering,2.47,Python,5,None,0,Leadership,Nairobi
645,Software Engineering,3.05,Python,4,None,5,Communication,Remote
646,Computer Science,2.42,SQL,7,None,6,Teamwork,Nairobi
647,Data Science,3.65,JavaScript,0,None,0,Teamwork,Mombasa
648,Information Technology,2.18,Machine Learning,2,Google Cloud,5,Problem Solving,Remote
649,Information Technology,2.43,Machine Learning,4,None,5,Leadership,Remote
650,Software Engineering,2.39,Flask,6,Google Cloud,6,Teamwork,Kisumu
651,Information Technology,3.82,Flask,4,None,5,Communication,Mombasa
652,Data Science,2.22,SQL,0,Cisco,5,Communication,Remote
653,Information Technology,3.27,Flask,3,Cisco,6,Communication,Mombasa
654,Computer Science,2.43,Flask,4,Google Cloud,4,Leadership,Remote
655,Computer Science,3.88,React,0,None,5,Leadership,Mombasa
656,Information Technology,3.21,SQL,7,Google Cloud,1,Leadership,Nairobi
657,Information Technology,2.77,React,6,None,1,Communication,Remote
658,Information Technology,3.12,Machine Learning,2,AWS,5,Communication,Remote
659,Computer Science,3.86,SQL,0,AWS,5,Problem Solving,Mombasa
660,Information Technology,2.32,Flask,5,Google Cloud,5,Problem Solving,Kisumu
661,Data Science,3.96,Java,7,Google Cloud,3,Teamwork,Kisumu
662,Data Science,2.21,Python,3,Google Cloud,0,Teamwork,Nairobi
663,Information Technology,2.78,C++,1,Cisco,1,Problem Solving,Nairobi
664,Data Science,3.62,C++,2,None,1,Teamwork,Remote
665,Data Science,2.29,Machine Learning,6,AWS,1,Teamwork,Nairobi
666,Information Technology,2.75,Java,4,Cisco,6,Leadership,Mombasa
667,Data Science,3.01,React,1,Google Cloud,2,Leadership,Mombasa
668,Computer Science,3.64,React,1,AWS,4,Leadership,Kisumu
669,Software Engineering,3.85,SQL,1,None,5,Problem Solving,Nairobi
670,Software Engineering,3.14,Machine Learning,3,Cisco,3,Problem Solving,Mombasa
671,Data Science,3.97,C++,3,None,4,Teamwork,Kisumu
672,Software Engineering,2.09,Python,3,AWS,5,Teamwork,Nairobi
673,Software Engineering,2.11,C++,2,None,0,Communication,Kisumu
674,Computer Science,2.6,Flask,4,Cisco,4,Teamwork,Nairobi
675,Data Science,2.37,Machine Learning,6,Cisco,2,Teamwork,Nairobi
676,Software Engineering,2.89,SQL,1,Cisco,2,Leadership,Remote
677,Data Science,2.13,JavaScript,0,None,6,Teamwork,Mombasa
678,Software Engineering,2.15,React,0,Google Cloud,6,Teamwork,Nairobi
679,Information Technology,2.89,SQL,1,AWS,1,Teamwork,Mombasa
680,Information Technology,3.55,Machine Learning,5,None,5,Leadership,Nairobi
681,Computer Science,2.81,React,0,Google Cloud,4,Communication,Nairobi
682,Software Engineering,2.94,JavaScript,6,Cisco,1,Teamwork,Nairobi
683,Information Technology,3.52,Java,5,None,1,Problem Solving,Nairobi
684,Information Technology,3.77,Flask,6,None,1,Teamwork,Remote
685,Information Technology,3.54,Flask,4,Google Cloud,2,Teamwork,Remote
